,,,19,"User edits the ""EIN"" field.","""23-4567890""","User is able to modify the ""EIN"".","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,20,"User edits the ""Incorporation Date"".","""03-03-2020""","User is able to modify the ""Incorporation Date"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,"Not able to manually select date, date picker not consistent",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/160,
,,,21,"User changes the ""State of Incorporation"" selection.","""CA""","User is able to modify the ""State of Incorporation"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,22,"User edits the ""Tax Reporting"" field.","""1099-DIV""","User is able to modify the ""Tax Reporting"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,23,"User edits the ""SEC Reg. Number"" field.","""801-000001""","User is able to modify the ""SEC Reg. Number"" field","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,24,"User edits their ""Address"" field.","""0003-SAC Company Address Updated""","User is able to modify the ""Address"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,25,"User edits their ""Address 2"" field.","""0003-SAC Company Address 2 Updated""","User is able to modify the ""Address 2"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,26,"User edits their ""Zip Code"" field.","""22113""","User is able to modify the ""Zip Code"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,27,"User edits their ""City"" field.","""Test-SacThreeComp""","User is able to modify the ""City"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,Not able to use special characters,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/160,
,,,28,"User edits their ""State"" field.","""DE""","User is able to modify the ""State"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,29,"User selects the ""Save"" button.",,"User is directed to the ""Edit Sponsor Account"" page, the newly input information in the ""Personal Details"", and ""Company Details"" modules are present.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,30,"User selects the ""Edit"" (Pencil Image) button on the ""Company Social & Marketing"" module.",,"User is directed to the ""Company Social & Marketing"" form with all previously entered information populated in the fields.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,31,"User edits the ""Website URL"" field.","""https://joinfullstack.com/""","User is able to modify the ""Website URL"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,32,"User edits the ""LinkedIn URL"" field.","""https://www.linkedin.com/company/join-full-stack/""","User is able to modify the ""LinkedIn URL"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,33,"User uploads a new logo file by dragging it into the ""Upload Company Logo"" section.","""logoSAC3-updated.SVG"" ",User is able to replace the existing logo with the new logo file.,"Pass Desktop, Pass Mobile, Fail Tablet",,,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/434,
,,,34,"User edits the ""Your Company Description"" field.","""SAC-3 Updated Company Description!""","User is able to modify the ""Your Company Description"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,35,"User uploads a new company pitch deck file by clicking ""Browse"" on the ""Your Company Pitch Deck"" button.","""PresentationSac-3.PDF""",User is able to replace the existing pitch with the pitch deck file.,"Pass Desktop, Pass Mobile, Pass Tablet",,"The pitchdeck won't save, it shows its uploading but won't save.",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/172,
,,,36,"User selects the ""Save"" button.",,"User is directed to the ""Edit Sponsor Account"" page, the newly input information in all modules is present.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,37,"User Selects the ""Back to Dashboard"" button.",,"User is directed to the ""Account"" page where they can see their existing account module.  It has their updated First and Last Name with the label ""Sponsor"".","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,38,User logs out and then logs back in to the Marketplace.,,"User successfully logs back in and all previously edited Personal Details, Company Details, Company Social & Marketing Details, and uploaded assets are visible and match the values captured during account creation.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
Sponsor Account Creation SAC-4,,Manual Testing Complete,,OUT OF SYNC,,,"Execution start date: 01/05
Execution completion: 01/15",,,,
Id,Description,Precondition,Test Step #,Test Step Description,Test Data,Test Step Expected Result,Pass/Fail/Comments if Fail,Added to code,Comments,Bug report,
,,,**Automation Only**,User has completed SAC-1 test user: ####,,,,,,,
SAC-4,"User attempts to upload unsupported file sizes and file types in the Sponsor Account creation forms. User is met with errors, then uploads supported file sizes and types to complete the Sponsor Account creation.","User has successfully completed the ""Personal Details"" and ""Company Details"" forms and is now on the ""Company Social & Marketing"" form of the Sponsor Account creation.",1,"User attempts to upload an oversized logo image by selecting the file into the ""Upload Company Logo"" section.","""logoSAC4-oversize.jpg"" (15MB)",All unaccepted file types are grayed out and unable to upload.,"Pass Desktop, Pass Mobile, Pass Tablet",OUT OF SYNC,Oversized images currently not getting an error. Waiting for confirmation on if this is acceptable from Browning.,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/192,Manual Testing Complete
,,,2,"User attempts to upload a logo with dimensions that are too large by dragging the file into the ""Upload Company Logo"" section.","""logoSAC4-largedimensions.png"" (450x450 pixels)","User is able to see the a portion of the oversized image, indicating that the file is to large. ","Pass Desktop, Pass Mobile, Pass Tablet",,"No error message, able to add video. When I attempt to add a PDF it won't accept the document but don't give an error. ",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/189,
,,,3,"User attempts to upload a logo in an unsupported file format by selecting the file into the ""Upload Company Logo"" section.","""logoSAC4.gif""",All unaccepted file types are grayed out and unable to upload.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,4,"User uploads a valid logo image by selecting the file into the ""Upload Company Logo"" section.","""logoSAC4-valid.svg""",The logo file is successfully uploaded no error messages persist.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,5,"User enters a company description over the character limit in the ""Your Company Description"" field.",,"User sees error message ""String must contain at most 750 characters""","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,6,"User enters a company description within the character limit in the ""Your Company Description"" field.","""SAC-4 Company Description!""","The ""Your Company Description"" field now contains the information.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,7,"User attempts to upload an oversized pitch deck by clicking ""Browse"" on the ""Your Company Pitch Deck"" button.","""PitchDeckSAC4-oversize.pptx"" (25MB)",An error message appears indicating the file exceeds the maximum size limit. The upload is rejected.,"Pass Desktop, Pass Mobile, Pass Tablet",,"The pitchdeck allows you to upload, you can click download and see the document. Once you exit the edit screen for the section it shows ""Not provided""",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/172,
,,,8,"User attempts to upload an unsupported file type for the Company Pitch Deck by clicking ""Browse"" on the ""Your Company Pitch Deck"" button.","""PitchDeckSAC4.gif""",All unaccepted file types are grayed out and unable to upload.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,9,"User upload a valid document  for the Company Pitch Deck by clicking ""Browse"" on the ""Your Company Pitch Deck"" button.","""PitchDeckSAC4.PDF""","The ""Pitch Deck"" is successfully uploaded no error messages persist.","Pass Desktop, Pass Mobile, Pass Tablet",,,,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/390
,,,10,"User selects the ""Save"" button.",,"User is directed to the ""Personal Profile Picture"" form. All content loads properly.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,11,"User attempts to upload an oversized profile picture by clicking ""Browse"" on the ""Upload Profile Picture"" section.","""profilePicSAC4-oversize.jpg"" (10MB)","User is able to see the a portion of the oversized image, indicating that the file is to large. ","Pass Desktop, Pass Mobile, Pass Tablet",,"No error message, able to add video. When I attempt to add a PDF it won't accept the document but don't give an error. ",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/189,
,,,12,"User attempts to upload a profile picture with dimensions that are too large by clicking ""Browse"" on the ""Upload Profile Picture"" section.","""profilePicSAC4-largedimensions.png"" (4000x4000 pixels)","User is able to see the a portion of the oversized image, indicating that the file is to large. ","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,13,"User attempts to upload a profile picture in an unsupported file format by clicking ""Browse"" on the ""Upload Profile Picture"" section.","""profilePicSAC4.gif""",All unaccepted file types are grayed out and unable to upload.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,14,"User uploads a profile picture by clicking ""Browse"" on the ""Upload Profile Picture"" Section.","""personalProfilePictureSAC4.jpg""",The profile picture is successfully uploaded no error messages persist.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,15,"User selects the ""Save"" button.",,"User is directed to the ""My account"" page, their profile is listed showing the correct profile picture, company name, phone number, and email. Their account is listed as ""Approved"" by default.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
Sponsor Equity Offering SEO-1,,Manual Testing Complete,,BLOCKED,,,"Execution start date: 01/06
Execution completion:01/06",,,,
Id,Description,Precondition,Test Step #,Test Step Description,Test Data,Test Step Expected Result,Pass/Fail/Comments if Fail,Added to code,Comments,Bug report,
,,,**Automation Only**,User has completed SAC-1 test user: ####,,,,,,,
SEO-1,User is a sponsor who has an Equity Offering to list on the marketplace. User is able to successfully add their offering to the marketplace. This is the Happy Path test.,"User has previously setup their sponsor account information. They are logged in and on the ""dashboard"" page. All buttons in the hero section are enabled.",1,"User selects the ""List Your Offering"" button.",,"User is directed to the ""Select The Type of Offering"" page.","Pass Tablet, Pass Desktop, Pass Mobile",BLOCKED,,,Manual Testing Complete
,,,2,"User selects ""Equity"".",,"The ""Equity"" option is highlighted.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,3,"User makes selection from ""Regulation Type"" dropdown (Run for A, and CF)","""Regulation A""","User sees selection in the ""Regulation Type"" field","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,4,"User selects the ""Save & Next"" button.",,"User is directed to the ""Offer Details"" page.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,5,"User enters an offering name into the ""Offering Name"" field.","""SEO-1 Offering Name""","User is able to enter their information into the ""Offering Name"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,6,"User enters an amount of time into the ""Investment Term"" field.","""1 month""","User is able to enter their information into the ""Investment Term"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,"Arrow only, no manual entries. Showing negative numbers. No value for month vs year",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/173,
,,,7,"User enters a date into the ""Open Date"" field using the ""Calendar"" button.","""01-01-2020""","User is able to enter their information into the ""Open Date"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,"Open and close dates can't be entered manually, user has to use the calendar. Only giving a window of 7 days for open and closing date",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/174,
,,,8,"User enters a date into the ""Close Date"" field by typing out the date.","""01-02-2020""","User is able to enter their information into the ""Close Date"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,Date picker doesn't update if day isn't selected last,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/427,
,,,9,"User selects an option in the ""Investment Category"" dropdown.","""Income""","User is able to make their selection in the ""Investment Category"" dropdown.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,10,"User selects an option in the ""Asset Category"" dropdown.","""Real Estate""","User is able to make their selection in the ""Asset Category"" dropdown.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,11,"User selects an option in the ""Asset Tags"" dropdown.","""Residential""","User is able to make their selection in the ""Asset Tags"" dropdown.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,12,"User selects the ""Save & Next"" button.",,"User is directed to the ""Investment Terms & Classification"" page.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,13,"User enters a number without an $ into the ""Total Offering Amount"" field.","""1,000,001""","User is able to enter their information into the ""Total Offering Amount"" field, a ""$"" has been added to the beginning of the entry.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,14,"User enters a number into the ""Minimum Investment"" field.","""$1,001""","User is able to enter their information into the ""Minimum Investment"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,15,"User enters a number into the ""Minimum Add-on Investment"" field.","""$101""","User is able to enter their information into the ""Minimum Add-on Investment"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,16,"User selects an option in the ""Qualified And Non-Qualified Money"" dropdown.","""Both""","User is able to make their selection in the ""Qualified And Non-Qualified Money"" dropdown.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,17,"User enters a number in the ""Targeted IRR"" field.","""20%""","User is able to enter their selection in the ""Targeted IRR"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,18,"User enters a time period in the ""Expected Holding Period"" field.","""1 year""","User is able to enter their information into the ""Expected Holding Period"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,19,"User selects the ""Save & Next"" button.",,"User is directed to the ""Debt on the Equity Asset"" page.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,20,"User enters a number without a $ in the ""Investment Cost"" field.","""10,000.01""","User is able to enter their information into the ""Investment Cost"" field, a ""$"" has been added to the beginning of the entry.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,21,"User enters a number without a $ in the ""Equity Raise"" field.","""$1.1""","User is able to enter their information into the ""Equity Raise"" field, the entry resolves to the proper format ($1.10).","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,23,"User enters a number with a % in the ""Offering Loan-To Value"" field.","""0.1%""","User is able to enter their information into the ""Offering Loan-To-Value"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,24,"User enters a number without a % in the ""Fixed Interest Property Loan Rate"" field.","""10.01""","User is able to enter their information into the ""Fixed Interest Property Loan Rate"" field, a ""%"" is added to the end of the entry.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,25,"User enters a time period in the ""Debt Term"" field.","""1 year""","User is able to enter their information into the Debt Term"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,"Arrow only, no manual entries. Showing negative numbers. No value for month vs year",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/173,
,,,26,"User enters a time period in the ""Loan Term"" field.","""1 year""","User is able to make their selection in the ""Loan Term"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,27,"User selects the ""Save & Next"" button.",,"User is directed to the ""Edit Offering"" page the input information is visble in the 3 modules.","Pass Tablet, Pass Desktop, Pass Mobile",,"Says ""Save and Next"" not ""Save""",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/316,
,,,28,"User navigates to the Dashboard by selecting ""Dashboard"" in the header.",,"User can see their Equity Offering with the correct ""Offering Name"", it's listed as ""Initiated"".","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,29,User logs out and then logs back in to the Marketplace.,,User successfully logs back in and all previously entered Equity Offering information is visible and matches the values captures during the Offering creation.,"Pass Tablet, Pass Desktop, Pass Mobile",,Not saving information for for Debt or Equity Asset Details,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/175,
,,,**Automation Only**,Continue to SEO-3 **This may be a separate test**,,,,,,,
Sponsor Equity Offering SEO-2,,Manual Testing Complete,,BLOCKED,,,"Execution start date: 01/06
Execution completion: 01/16",,,,
Id,Description,Precondition,Test Step #,Test Step Description,Test Data,Test Step Expected Result,Pass/Fail/Comments if Fail,Added to code,Comments,Bug report,
,,,**Automation Only**,User has completed SAC-1 test user: ####,,,,,,,
SEO-2,User attempts to add an Equity Offering but enters invalid data and is met with error messages. User then inputs valid data and is able to successfully add their offering to the marketplace.,"User has previously setup their sponsor account information, it has been approved by an invessio admin. They are logged in and on the ""dashboard"" page.",1,"User selects the ""Add Your Offering Details"" button.",,"User is directed to the ""Select The Type of Offering"" page.","Pass Tablet, Pass Desktop, Pass Mobile",BLOCKED,,,Manual Testing Complete
,,,2,"User selects ""Equity"".",,"The ""Equity"" option is highlighted.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,3,"User makes selection from ""Regulation Type"" dropdown ","""Regulation D""","User sees selection in the ""Regulation Type"" field","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,4,"User selects the ""Save & Next"" button without checking the certification checkbox.",,"User sees error message saying ""You must certify that this is not a 506(b) offering.""","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,5,"User selects the checkbox next to ""I certify this offering is Not a 506-B"".",,User is able to mark the checkbox certifying their offering is not a 506-B the error message disappears.,"Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,6,"User selects the ""Save & Next"" button.",,"User is directed to the ""Offer Details"" page.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,7,"User enters a valid date into the ""Open Date"" field.","""01-01-2020""","User is able to enter a valid date into the ""Open Date"" field.","Pass Tablet, Pass Desktop, Pass Mobile",,,,
,,,8,"User enters a ""Close Date"" that is earlier than the ""Open Date"" ","""01-01-2019""",User sees the date entered.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,9,"User clicks the ""Save and Next"" button.",,"Error message Appears ""Please Correct the errors above"".","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,10,"User enters a valid date into the ""Close Date"" field.","""01-02-2021""","User is able to enter a valid date into the ""Close Date"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,11,"User selects the ""Save & Next"" button.",,"An error message appears under the ""Offering Name"" field. ""This field is required""","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,12,"User enters their offering name in the ""Offering Name"" field.","""SEO-2 Offering Name""","User is able to enter a valid ""Offering Name"".","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,13,"User selects the ""Save & Next"" button.",,User is directed to the Investment Terms & Classifications page.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,14,"User enters letters into the ""Total Offering Amount"" field.","""abc""","Numeric value only, no value in box.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,15,"User enters special characters into the ""Total Offering Amount"" field.","""#$!""","Numeric value only, no value in box.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,16,"User enters a negative number into the ""Total Offering Amount"" field.","""-1,000,000""","""$"" sign is added and number is changed to a positive.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,17,"User enters a number into the ""Minimum Investment"" field.","""2,000""","User is able to enter a valid amount, a ""$"" is added to the beginning of the entry.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,18,"User enters a number into the ""Minimum Add-on Investment"" field that is larger than the ""Minimum Investment"".","""5,000""","User is able to enter a valid amount, a ""$"" is added to the beginning of the entry.","Pass Desktop, Pass Mobile, Pass Tablet",,Error message doesn't show up until the next page,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/394,
,,,19,"User clicks the ""Save & Next"" button.",,"An error message appears indicating the ""Minimum Add-on Investment"" cannot be larger than the ""Minimum Investment"".","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,20,"User enters a valid amount in the ""Minimum Add-on Investment"" field.","1,500",User sees valid amount in Minimum Add on Investment amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,21,"User clicks the ""Save & Next"" button.",,"User is directed to the ""Is there any debt on the equity asset?"" page","Pass Desktop, Pass Mobile, Pass Tablet",,,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/316,
,,,22,"User enters letters into the ""Investment Cost"" field.","""abc""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,Mobile and tablet. Allows for letters and special characters.,,
,,,23,"User enters special characters into the ""Investment Cost"" field.","""!@#""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,24,"User enters a valid number into the ""Investment Cost"" field.","""20,000.02""","User is able to enter a valid amount, a ""$"" is added to the beginning of the entry.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,25,"User enters letters into the ""Equity Raise"" field.","""abc""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/386,
,,,26,"User enters special characters into the ""Equity Raise"" field.","""#!^""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,27,"User enters letters into the ""Offering Loan-To-Value"" field.","""abc""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,28,"User enters special characters into the ""Offering Loan-To-Value"" field.","""#@!""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,29,"User enters letters into the ""Offering Loan-To-Value"" field.","""abc""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,30,"User enters special characters into the ""Offering Loan-To-Value"" field.","""#)!""",System only allows for numberic values no value in offering amount.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,31,"User selects the ""Save"" button.",,"User is directed to the ""Edit Listing"" page, the valid input information is visible in the 3 modules.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,32,"User navigates to the Dashboard by selecting ""Dashboard"" in the header.",,"User can see their Equity Offering with the correct ""Offering Name"", it's listed as initiated.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,33,User logs out and then logs back in to the Marketplace.,,User successfully logs back in and all previously entered Equity Offering information is visible and matches the values captures during the Offering creation.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
Sponsor Equity Offering SEO-3,,Manual Testing Complete,,BLOCKED,,,"Execution start date: 01/06
Execution completion: 01/16",,,,
Id,Description,Precondition,Test Step #,Test Step Description,Test Data,Test Step Expected Result,Pass/Fail/Comments if Fail,Added to code,Comments,Bug report,
,,,**Automation Only**,User has completed SEO-1,,,,,,,
SEO-3,"User edits an existing Equity Offering after initial offering creation, verifying that changes persist across all forms.","User has previously completed the Equity Offering creation process (SEO-1) and the offering is in ""Initiated"" status. They are logged in and on the Dashboard page.",1,"User locates their equity offering with the previously entered name on the Dashboard and selects the ""Edit"" button.","""SEO-1 Offering Name""","User is directed to the ""Edit Listing"" page where they can see their existing offering information in three modules.","Pass Desktop, Pass Mobile, Pass Tablet",BLOCKED,,,Manual Testing Complete
,,,2,"User selects the ""Edit"" button on the ""Offer Details"" module.",,"User is directed to the ""Offer Details"" form with all previously entered information populated in the fields.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,3,"User edits the ""Offering Name"" field.","""SEO-3 Updated Offering Name""","User is able to modify the ""Offering Name"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,4,"User edits the ""Investment term"" field.","""1 year""","User is able to modify the ""Investment Term"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,"Not able to see if the term is in months or years, not able to enter manually. This is resulting in confusion for user.     
Zero auto populates in investment term field. ",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/173,https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/290
,,,5,"User edits the ""Open Date"" field.","""02-01-2020""","User is able to modify the ""Open Date"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,"Open and close dates can't be entered manually, user has to use the calendar. Only giving a window of 7 days for open and closing date",https://gitlab.com/fullstack7485311/invessio/invessio-marketplace-ui/-/issues/174,
,,,6,"User edits the ""Close Date"" field.","""03-02-2020""","User is able to modify the ""Close Date"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,7,"User changes the ""Investment Category"" selection.","""Growth""","User is able to modify the ""Investment Category"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,8,"User changes the ""Asset Category"" selection.","""Oil and Gas""","User is able to modify the ""Asset Category"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,9,"User changes the ""Asset Tags"" selection.","""Mineral rights""","User is able to modify the ""Asset Tags"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,10,"User selects the ""Save"" button.",,"User is directed to the ""Edit Listing"" page, the newly input information in the ""Offer Details"" module is present.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,11,"User selects the ""Edit"" button on the ""Offer Terms"" module.",,"User is directed to the ""Offer Terms"" form with all previously entered information populated in the fields.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,12,"User edits the ""Total Offering Amount"" field.","""$2,000,002""","User is able to modify the ""Total Offering Amount"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,13,"User edits the ""Minimum Investment"" field.","""$2,002""","User is able to modify the ""Minimum Investment"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,14,"User edits the ""Minimum Add-on Investment"" field.","""$202""","User is able to modify the ""Minimum Add-on Investment"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,15,"User changes the ""Qualified And Non-Qualified Money"" selection.","""Qualified""","User is able to modify the ""Qualified And Non-Qualified Money"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,16,"User changes the ""Targeted IRR"" selection.","""15%""","User is able to modify the ""Targeted IRR"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,17,"User edits the ""Expected Holding Period"" field.","""2 years""","User is able to modify the ""Expected Holding Period"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,18,"User selects the ""Save"" button.",,"User is directed to the ""Edit Listing"" page, the newly input information in the ""Offer Details"" and ""Offer Terms"" modules are present.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,19,"User selects the ""Edit"" button on the ""Debt on Equity Asset"" module.",,"User is directed to the ""Debt in Equity Asset"" form with all previously entered information populated in the fields.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,20,"User edits the ""Investment Cost"" field.","""$20,000.02""","User is able to modify the ""Investment Cost"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,21,"User edits the ""Equity Raise"" field.","""$2.2""","User is able to modify the ""Equity Raise"" field, the entry resolves to the proper format.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,22,"User edits the ""Offering Loan-To Value"" field.","""0.2""","User is able to modify the ""Offering Loan-To Value"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,23,"User edits the ""Fixed Interest Property Loan Rate"" field.","""12.02%""","User is able to modify the ""Fixed Interest Property Loan Rate"" field.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,24,"User changes the ""Debt Term"" selection.","""2 year(s)""","User is able to modify the ""Debt Term"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,25,"User changes the ""Loan Term"" selection.","""2 years""","User is able to modify the ""Loan Term"" selection.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,26,"User selects the ""Save"" button.",,"User is directed to the ""Edit Listing"" page, the newly input information in all modules is present.","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,27,"User navigates to the Dashboard by selecting ""Dashboard"" in the header.",,"User can see their updated Equity Offering with the new ""Offering Name"", it's listed as ""Initiated"".","Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,28,User logs out and then logs back in to the Marketplace.,,User successfully logs back in and all previously entered Offering Details are visible and match the values captured during the edit of the offering.,"Pass Desktop, Pass Mobile, Pass Tablet",,,,
,,,**Automation Only**,Continue to SEO-4 **This may be a separate test**,,,,,,,
Sponsor Equity Offering SEO-4,,Manual Testing Complete,,BLOCKED,,,"Execution start date: 01/06
Execution completion: 01/16",,,,
Id,Description,Precondition,Test Step #,Test Step Description,Test Data,Test Step Expected Result,Pass/Fail/Comments if Fail,Added to code,Comments,Bug report,
,,,**Automation Only**,User has completed SEO-3,,,,,,,
